time,left_s0,left_s1,left_e0,left_e1,left_w0,left_w1,left_w2,left_gripper,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2,right_gripper
0.451243,-0.903514684065,-0.0866699145155,-0.00230097118183,0.125019434213,-1.48681087866,1.4565147581,1.61873322642,0.0,0.394233062487,-1.28509240505,-0.192131093683,2.59089355074,-0.110830111925,-1.34875260775,0.111980597516,0.0
0.451360,-0.903514684065,-0.0866699145155,-0.00230097118183,0.125019434213,-1.48681087866,1.4565147581,1.61873322642,0.0,0.394233062487,-1.28509240505,-0.192131093683,2.59089355074,-0.110830111925,-1.34875260775,0.111980597516,0.0
0.461621,-0.903898179261,-0.0870534097125,-0.00115048559091,0.12540292941,-1.48719437385,1.4561312629,1.61950021681,0.0,0.394616557684,-1.28509240505,-0.191747598486,2.59127704594,-0.110446616728,-1.34913610295,0.111597102319,0.0
0.471461,-0.903514684065,-0.0870534097125,-0.00230097118183,0.125019434213,-1.48719437385,1.4557477677,1.61911672161,0.0,0.39500005288,-1.28509240505,-0.191747598486,2.59051005554,-0.110446616728,-1.34913610295,0.111980597516,0.0
0.481490,-0.903514684065,-0.0866699145155,-0.00191747598486,0.125019434213,-1.48796136425,1.4561312629,1.61796623602,0.0,0.39500005288,-1.28509240505,-0.191747598486,2.59089355074,-0.110830111925,-1.34951959814,0.111980597516,0.0
0.491455,-0.903514684065,-0.0870534097125,-0.00191747598486,0.124635939016,-1.48719437385,1.4565147581,1.61950021681,0.0,0.394233062487,-1.28470890985,-0.191747598486,2.59166054113,-0.110446616728,-1.34913610295,0.111213607122,0.0
0.502146,-0.903898179261,-0.0870534097125,-0.00191747598486,0.124635939016,-1.48757786905,1.45689825329,1.61950021681,0.0,0.394616557684,-1.28470890985,-0.192131093683,2.59089355074,-0.110446616728,-1.34913610295,0.111597102319,0.0
0.511988,-0.903131188868,-0.0874369049095,-0.00230097118183,0.12540292941,-1.48681087866,1.4561312629,1.61834973122,0.0,0.39500005288,-1.28509240505,-0.191364103289,2.59127704594,-0.110446616728,-1.34951959814,0.113131083107,0.0
0.521443,-0.903898179261,-0.0862864193186,-0.00230097118183,0.124635939016,-1.48757786905,1.4565147581,1.61873322642,0.0,0.394616557684,-1.28509240505,-0.191364103289,2.59051005554,-0.110446616728,-1.34951959814,0.111597102319,0.0
0.531459,-0.903898179261,-0.0870534097125,-0.00230097118183,0.125019434213,-1.48796136425,1.4561312629,1.61911672161,0.0,0.39500005288,-1.28432541466,-0.191364103289,2.59127704594,-0.110446616728,-1.34990309334,0.111597102319,0.0
0.541440,-0.903514684065,-0.0862864193186,-0.00191747598486,0.125019434213,-1.48757786905,1.4557477677,1.61873322642,0.0,0.394616557684,-1.28509240505,-0.192131093683,2.59166054113,-0.110830111925,-1.34990309334,0.110830111925,0.0
0.551439,-0.903898179261,-0.0874369049095,-0.00230097118183,0.125019434213,-1.48719437385,1.4561312629,1.61950021681,0.0,0.394616557684,-1.28470890985,-0.191747598486,2.59127704594,-0.110446616728,-1.34875260775,0.111597102319,0.0
0.561437,-0.904281674458,-0.0866699145155,-0.0026844663788,0.124635939016,-1.48796136425,1.4557477677,1.61873322642,0.0,0.394616557684,-1.28470890985,-0.190597112895,2.59012656034,-0.110063121531,-1.34875260775,0.111213607122,0.0
0.571435,-0.903131188868,-0.0870534097125,-0.00153398078789,0.125019434213,-1.48757786905,1.4557477677,1.61873322642,0.0,0.394616557684,-1.28470890985,-0.192131093683,2.59166054113,-0.110446616728,-1.34951959814,0.111980597516,0.0
0.581436,-0.903514684065,-0.0862864193186,-0.00230097118183,0.125019434213,-1.48719437385,1.4561312629,1.61873322642,0.0,0.394616557684,-1.28432541466,-0.19251458888,2.59127704594,-0.110446616728,-1.34913610295,0.111213607122,0.0
0.591457,-0.903514684065,-0.0874369049095,-0.00230097118183,0.125019434213,-1.48757786905,1.45728174849,1.61911672161,0.0,0.394616557684,-1.28432541466,-0.192131093683,2.59127704594,-0.109679626334,-1.34913610295,0.11274758791,0.0
0.601435,-0.903514684065,-0.0866699145155,-0.00153398078789,0.124635939016,-1.48719437385,1.4561312629,1.61834973122,0.0,0.394233062487,-1.28509240505,-0.191364103289,2.59012656034,-0.110063121531,-1.34875260775,0.111213607122,0.0
0.611443,-0.903898179261,-0.0870534097125,-0.00191747598486,0.125019434213,-1.48681087866,1.4561312629,1.61950021681,0.0,0.39500005288,-1.28509240505,-0.190980608092,2.59051005554,-0.110830111925,-1.34875260775,0.111597102319,0.0
0.621449,-0.903514684065,-0.0882038953034,-0.00191747598486,0.12540292941,-1.48757786905,1.4565147581,1.61873322642,0.0,0.394616557684,-1.28547590025,-0.190980608092,2.59127704594,-0.110446616728,-1.34913610295,0.111980597516,0.0
0.631445,-0.903514684065,-0.0866699145155,-0.0026844663788,0.123485453425,-1.48681087866,1.4565147581,1.61834973122,0.0,0.39500005288,-1.28509240505,-0.191364103289,2.59051005554,-0.110063121531,-1.34913610295,0.111980597516,0.0
0.641449,-0.903898179261,-0.0874369049095,-0.00230097118183,0.124635939016,-1.48681087866,1.45728174849,1.61911672161,0.0,0.394233062487,-1.28509240505,-0.191747598486,2.59127704594,-0.110830111925,-1.34951959814,0.110830111925,0.0
0.651440,-0.903514684065,-0.0866699145155,-0.00191747598486,0.123485453425,-1.48757786905,1.4561312629,1.61911672161,0.0,0.394616557684,-1.28547590025,-0.191747598486,2.59089355074,-0.110446616728,-1.34913610295,0.111213607122,0.0
0.661442,-0.903514684065,-0.0870534097125,-0.00191747598486,0.125786424607,-1.48719437385,1.4557477677,1.61911672161,0.0,0.394233062487,-1.28547590025,-0.191747598486,2.59051005554,-0.110063121531,-1.34951959814,0.111980597516,0.0
0.671451,-0.903898179261,-0.0870534097125,-0.00230097118183,0.125786424607,-1.48757786905,1.4565147581,1.61911672161,0.0,0.39500005288,-1.28470890985,-0.191747598486,2.59051005554,-0.110446616728,-1.34913610295,0.113131083107,0.0
0.681441,-0.903514684065,-0.0866699145155,-0.00230097118183,0.125019434213,-1.48681087866,1.4565147581,1.61911672161,0.0,0.394616557684,-1.28509240505,-0.190980608092,2.59051005554,-0.110446616728,-1.34913610295,0.111213607122,0.0
0.691454,-0.903898179261,-0.0866699145155,-0.00191747598486,0.126169919804,-1.48719437385,1.4565147581,1.61911672161,0.0,0.39500005288,-1.28470890985,-0.190980608092,2.59127704594,-0.110063121531,-1.34913610295,0.111597102319,0.0
0.701436,-0.903514684065,-0.0866699145155,-0.00115048559091,0.125019434213,-1.48719437385,1.4565147581,1.61950021681,0.0,0.394616557684,-1.28509240505,-0.191747598486,2.59166054113,-0.110446616728,-1.34913610295,0.111980597516,0.0
0.711438,-0.903514684065,-0.0866699145155,-0.00230097118183,0.123485453425,-1.48681087866,1.4561312629,1.61796623602,0.0,0.394616557684,-1.28509240505,-0.191747598486,2.59204403633,-0.110830111925,-1.34836911255,0.111980597516,0.0
0.721439,-0.903898179261,-0.0870534097125,-0.0026844663788,0.125019434213,-1.48796136425,1.4561312629,1.61873322642,0.0,0.394233062487,-1.28509240505,-0.191747598486,2.59012656034,-0.110446616728,-1.34913610295,0.11274758791,0.0
0.731436,-0.903514684065,-0.0870534097125,-0.00153398078789,0.124635939016,-1.48757786905,1.4561312629,1.61950021681,0.0,0.394233062487,-1.28509240505,-0.191747598486,2.59127704594,-0.110446616728,-1.34913610295,0.111213607122,0.0
0.741450,-0.903898179261,-0.0862864193186,-0.00191747598486,0.12540292941,-1.48719437385,1.4557477677,1.61873322642,0.0,0.39500005288,-1.28470890985,-0.190980608092,2.59089355074,-0.109679626334,-1.34951959814,0.111597102319,0.0
0.751437,-0.903898179261,-0.0866699145155,-0.00230097118183,0.12540292941,-1.48719437385,1.4565147581,1.61911672161,0.0,0.394233062487,-1.28509240505,-0.191364103289,2.59051005554,-0.110446616728,-1.34836911255,0.111980597516,0.0
0.761438,-0.903514684065,-0.0874369049095,-0.00191747598486,0.123868948622,-1.48757786905,1.4561312629,1.61950021681,0.0,0.394233062487,-1.28432541466,-0.191747598486,2.59166054113,-0.110063121531,-1.34875260775,0.110830111925,0.0
0.771435,-0.903898179261,-0.0866699145155,-0.00153398078789,0.124635939016,-1.48719437385,1.4565147581,1.61911672161,0.0,0.394616557684,-1.28509240505,-0.191747598486,2.59127704594,-0.111213607122,-1.34760212216,0.111213607122,0.0
0.781442,-0.903898179261,-0.0866699145155,-0.00230097118183,0.125786424607,-1.48719437385,1.4565147581,1.61873322642,0.0,0.39500005288,-1.28547590025,-0.191747598486,2.59204403633,-0.110063121531,-1.34836911255,0.111213607122,0.0
0.791452,-0.903898179261,-0.0870534097125,-0.00191747598486,0.124635939016,-1.48757786905,1.4557477677,1.61911672161,0.0,0.394616557684,-1.28432541466,-0.191747598486,2.59204403633,-0.110830111925,-1.34760212216,0.111597102319,0.0
0.801438,-0.903514684065,-0.0878204001064,-0.00230097118183,0.124635939016,-1.48642738346,1.4561312629,1.61873322642,0.0,0.39500005288,-1.28394191946,-0.192131093683,2.59242753153,-0.111213607122,-1.34721862696,0.111980597516,0.0
0.811439,-0.904281674458,-0.0870534097125,-0.00153398078789,0.124635939016,-1.48719437385,1.4565147581,1.61911672161,0.0,0.394616557684,-1.28470890985,-0.190980608092,2.59204403633,-0.111597102319,-1.34683513176,0.111980597516,0.0
0.821444,-0.903514684065,-0.0870534097125,-0.0026844663788,0.125019434213,-1.48719437385,1.4561312629,1.61911672161,0.0,0.395383548077,-1.28470890985,-0.191364103289,2.59281102672,-0.111980597516,-1.34760212216,0.112364092713,0.0
0.831436,-0.903898179261,-0.0866699145155,-0.00153398078789,0.125019434213,-1.48796136425,1.4565147581,1.61873322642,0.0,0.39500005288,-1.28317492907,-0.190597112895,2.59319452192,-0.111980597516,-1.34721862696,0.111980597516,0.0
0.841451,-0.903514684065,-0.0866699145155,-0.00191747598486,0.125019434213,-1.48796136425,1.4565147581,1.61873322642,0.0,0.39500005288,-1.28355842426,-0.191364103289,2.59319452192,-0.111597102319,-1.34721862696,0.111597102319,0.0
0.851434,-0.903898179261,-0.0878204001064,-0.00230097118183,0.123868948622,-1.48834485945,1.4565147581,1.61873322642,0.0,0.395767043274,-1.28317492907,-0.190597112895,2.59357801712,-0.112364092713,-1.34683513176,0.110830111925,0.0
0.861441,-0.903131188868,-0.0874369049095,-0.0026844663788,0.125019434213,-1.48757786905,1.4561312629,1.61911672161,0.0,0.395767043274,-1.28355842426,-0.190213617698,2.59396151231,-0.112364092713,-1.34645163657,0.110830111925,0.0
0.871450,-0.904281674458,-0.0870534097125,-0.00230097118183,0.125019434213,-1.48757786905,1.4565147581,1.61911672161,0.0,0.396534033668,-1.28355842426,-0.190980608092,2.59319452192,-0.111597102319,-1.34606814137,0.111213607122,0.0
0.881439,-0.903514684065,-0.0866699145155,-0.00153398078789,0.124635939016,-1.48796136425,1.4557477677,1.61834973122,0.0,0.395767043274,-1.28355842426,-0.191747598486,2.59357801712,-0.112364092713,-1.34606814137,0.111213607122,0.0
0.891440,-0.903131188868,-0.0874369049095,-0.00191747598486,0.126169919804,-1.48796136425,1.45689825329,1.61911672161,0.0,0.395767043274,-1.28279143387,-0.190980608092,2.59472850271,-0.11274758791,-1.34530115098,0.111597102319,0.0
0.901434,-0.903514684065,-0.0859029241216,-0.00191747598486,0.124635939016,-1.48719437385,1.4561312629,1.61873322642,0.0,0.397301024062,-1.28317492907,-0.192131093683,2.59472850271,-0.112364092713,-1.3422331894,0.111213607122,0.0
0.911439,-0.903131188868,-0.0866699145155,-0.00191747598486,0.124635939016,-1.48719437385,1.4565147581,1.61911672161,0.0,0.396917528865,-1.28279143387,-0.191364103289,2.59434500751,-0.11274758791,-1.33839823743,0.110830111925,0.0
0.921441,-0.903898179261,-0.0866699145155,-0.00191747598486,0.125019434213,-1.48719437385,1.4565147581,1.61873322642,0.0,0.397301024062,-1.28317492907,-0.191364103289,2.59434500751,-0.111213607122,-1.33456328546,0.112364092713,0.0
0.931438,-0.903131188868,-0.0870534097125,-0.00153398078789,0.124635939016,-1.48757786905,1.4565147581,1.61873322642,0.0,0.396917528865,-1.28470890985,-0.19251458888,2.5962624835,-0.110830111925,-1.3299613431,0.110830111925,0.0
0.941445,-0.903898179261,-0.0862864193186,-0.0026844663788,0.125786424607,-1.48719437385,1.4565147581,1.61911672161,0.0,0.397684519259,-1.28432541466,-0.191364103289,2.59702947389,-0.10891263594,-1.32535940073,0.112364092713,0.0
0.951434,-0.904281674458,-0.0866699145155,-0.00230097118183,0.12540292941,-1.48757786905,1.4565147581,1.61873322642,0.0,0.397684519259,-1.28470890985,-0.191364103289,2.59741296909,-0.10891263594,-1.32037396317,0.111597102319,0.0
0.961439,-0.903131188868,-0.0870534097125,-0.00191747598486,0.125019434213,-1.48719437385,1.4561312629,1.61834973122,0.0,0.396917528865,-1.28509240505,-0.191747598486,2.59856345468,-0.106228169561,-1.31423804002,0.110830111925,0.0
0.971446,-0.903898179261,-0.0870534097125,-0.00230097118183,0.124635939016,-1.48757786905,1.45689825329,1.61834973122,0.0,0.397301024062,-1.28509240505,-0.190980608092,2.60009743547,-0.104310693576,-1.30695163128,0.111213607122,0.0
0.981439,-0.903514684065,-0.0870534097125,-0.00230097118183,0.123868948622,-1.48757786905,1.4561312629,1.61873322642,0.0,0.398068014456,-1.28585939544,-0.192131093683,2.60124792106,-0.102776712788,-1.29966522254,0.111213607122,0.0
0.991445,-0.903898179261,-0.0870534097125,-0.00191747598486,0.125019434213,-1.48719437385,1.4561312629,1.61911672161,0.0,0.397301024062,-1.28547590025,-0.19251458888,2.60239840665,-0.0993252560156,-1.29046133781,0.110063121531,0.0
1.001437,-0.903898179261,-0.0870534097125,-0.00191747598486,0.125019434213,-1.48757786905,1.45689825329,1.61834973122,0.0,0.396917528865,-1.28585939544,-0.193281579274,2.60393238744,-0.0985582656216,-1.28240793867,0.111213607122,0.0
1.011437,-0.903131188868,-0.0870534097125,-0.00191747598486,0.126169919804,-1.48757786905,1.4565147581,1.61911672161,0.0,0.395767043274,-1.28585939544,-0.193665074471,2.60546636822,-0.0977912752277,-1.27320405394,0.110830111925,0.0
1.021466,-0.903514684065,-0.0866699145155,-0.00191747598486,0.124635939016,-1.48796136425,1.4561312629,1.61834973122,0.0,0.396534033668,-1.28547590025,-0.194048569668,2.60776733941,-0.0985582656216,-1.26361667402,0.110830111925,0.0
1.031437,-0.903514684065,-0.0874369049095,-0.00191747598486,0.123868948622,-1.48757786905,1.45689825329,1.61911672161,0.0,0.395767043274,-1.28470890985,-0.194048569668,2.6085343298,-0.0985582656216,-1.25441278929,0.111213607122,0.0
1.041447,-0.903514684065,-0.0870534097125,-0.00191747598486,0.124635939016,-1.48757786905,1.4557477677,1.61873322642,0.0,0.395767043274,-1.28509240505,-0.194432064864,2.61083530098,-0.0974077800307,-1.24214094299,0.111597102319,0.0
1.051435,-0.902747693671,-0.0870534097125,-0.00191747598486,0.124635939016,-1.48719437385,1.4561312629,1.61911672161,0.0,0.395383548077,-1.28547590025,-0.195966045652,2.61390326256,-0.0974077800307,-1.23063608708,0.111597102319,0.0
